,State,Hospital_Name,City,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
40,AL,Helen Keller Hospital,Sheffield,178,"6,553","28,212","$498,881"
41,AL,Highlands Medical Center,Scottsboro,95,"2,041","9,827","$134,434"
42,AL,Hill Hospital Of Sumter County,York,33,333,"3,715","$7,855"
43,AL,Huntsville Hospital,Huntsville,939,"50,541","266,153","$5,851,760"
44,AL,J. Paul Jones Hospital,Camden,21,89,360,"$7,763"
45,AL,Jack Hughston Memorial Hospital,Phenix City,47,"2,755","7,022","$219,587"
46,AL,Jackson Hospital,Montgomery,278,"11,741","69,733","$1,259,635"
47,AL,Jackson Medical Center,Jackson,35,666,"2,571","$32,058"
48,AL,Lake Martin Community Hospital,Dadeville,46,418,"1,762","$17,411"
49,AL,Lakeland Community Hospital,Haleyville,58,892,"3,265","$66,958"
50,AL,Lawrence Medical Center,Moulton,43,367,"1,004","$28,230"
51,AL,Madison Hospital,Madison,0,0,0,$0
52,AL,Marshall Medical Center North,Guntersville,90,"4,712","18,949","$170,481"
53,AL,Marshall Medical Center South,Boaz,178,"6,446","35,493","$520,321"
54,AL,Medical Center Barbour,Eufaula,47,"1,055","4,571","$76,099"
55,AL,Medical Center Enterprise,Enterprise,99,"3,547","14,584","$807,240"
56,AL,Medical West,Bessemer,246,"5,925","34,646","$570,461"
57,AL,Mizell Memorial Hospital,Opp,59,"1,204","5,066","$66,372"
58,AL,Mobile Infirmary Medical Center,Mobile,654,"22,575","146,209","$1,256,284"
59,AL,Monroe County Hospital,Monroeville,46,917,"3,352","$84,182"
60,AL,North Alabama Medical Center,Florence,223,"11,701","60,090","$1,054,075"
61,AL,North Alabama Shoals Hospital,Muscle Shoals,184,"1,365","7,164","$111,554"
62,AL,North Baldwin Infirmary,Bay Minette,48,"2,069","6,255","$98,428"
63,AL,North Mississippi Medical Center - Hamilton,Hamilton,115,370,882,"$70,662"
64,AL,Northport Medical Center,Northport,207,"5,073","26,754",$0
65,AL,Northwest Regional Health,Winfield,38,866,"3,891","$123,371"
66,AL,Prattville Baptist Hospital,Prattville,77,"3,049","15,984","$250,284"
67,AL,Princeton Baptist Medical Center,Birmingham,303,"10,382","57,300","$1,990,337"
68,AL,Providence Hospital,Mobile,349,"12,024","68,217","$934,506"
69,AL,Regional Medical Center of Central Alabama,Greenville,57,669,"3,081","$164,248"
70,AL,Riverview Regional Medical Center,Gadsden,281,"5,775","30,959","$949,734"
71,AL,RMC Anniston,Anniston,445,"11,697","60,065","$1,713,824"
72,AL,Russell Medical Center,Alexander City,45,"1,716","6,263","$245,084"
73,AL,Russellville Hospital,Russellville,49,"1,006","4,453","$116,848"
74,AL,Shelby Baptist Medical Center,Alabaster,252,"7,949","44,191","$1,515,339"
75,AL,South Baldwin Regional Medical Center,Foley,112,"5,299","24,427","$1,771,777"
76,AL,Southeast Health Medical Center,Dothan,353,"18,814","103,997","$2,049,779"
77,AL,Springhill Medical Center,Mobile,200,"9,602","56,458","$679,441"
78,AL,Stringfellow Campus of Northeast Alabama Regional Medical Center,Anniston,125,"2,133","11,244","$449,530"
79,AL,Thomas Hospital,Fairhope,141,"10,712","47,679","$611,761"
80,AL,TRMC Alabama,Thomasville,29,248,623,"$38,691"
81,AL,Troy Regional Medical Center,Troy,59,921,"3,862","$160,727"
82,AL,UAB Callahan Eye Hospital,Birmingham,6,140,363,"$299,416"
83,AL,UAB Hospital,Birmingham,"1,295","47,810","370,013","$10,318,705"
84,AL,UAB Hospital - Highlands,Birmingham,73,"3,641","12,477","$288,780"
85,AL,USA Health University Hospital,Mobile,242,"11,320","84,597","$970,316"
86,AL,Vaughan Regional Medical Center,Selma,109,"3,933","13,323","$612,065"
87,AL,Walker Baptist Medical Center,Jasper,259,"6,157","27,701","$1,032,309"
88,AL,Whitfield Regional Hospital,Demopolis,67,"1,361","7,929","$103,099"
89,AL,Wiregrass Medical Center,Geneva,145,580,"3,208","$37,897"
