,State,Hospital_Name,City,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
64,I,Jackson Park Hospital,Chicago,183,"2,578","15,469","$211,600"
65,L,Javon Bea Hospital - Rockton,Rockford,211,"6,696","45,356","$1,266,893"
66,I,Javon Bea Hospital-Riverside,Rockford,0,0,0,$0
67,L,Jersey Community Hospital,Jerseyville,46,936,"3,168","$152,076"
68,I,Jesse Brown VA Medical Center,Chicago,0,0,0,$0
69,L,"John H. Stroger, Jr. Hospital of Cook County",Chicago,423,"15,950","81,971","$1,455,424"
70,I,Katherine Shaw Bethea Hospital,Dixon,80,"2,750","9,495","$503,963"
71,L,Loretto Hospital,Chicago,122,"3,605","19,057","$98,613"
72,I,Loyola University Medical Center,Maywood,516,"20,733","122,093","$4,710,703"
73,L,MacNeal Hospital,Berwyn,328,"10,527","44,821","$1,594,441"
74,I,Marion VA Medical Center,Marion,0,0,0,$0
75,L,McDonough District Hospital,Macomb,45,"1,110","3,626","$187,435"
76,I,Memorial Hospital Belleville,Belleville,388,"15,718","72,701","$1,585,208"
77,L,Memorial Hospital of Carbondale,Carbondale,175,"9,601","40,421","$1,253,776"
78,I,Memorial Hospital Shiloh,Shiloh,94,"5,688","16,748","$434,249"
79,L,Mitchell Hospital - Hyde Park,Chicago,0,0,0,$0
80,I,Morris Hospital,Morris,89,"3,041","14,240","$788,882"
81,L,Mount Sinai Hospital,Chicago,264,"8,743","55,408","$1,285,467"
82,I,Northwest Community Hospital,Arlington Heights,509,"18,773","82,833","$1,814,080"
83,L,Northwestern Medicine Central DuPage Hospital,Winfield,395,"20,730","102,339","$6,262,869"
84,I,Northwestern Medicine Delnor Hospital,Geneva,134,"9,840","42,270","$2,172,697"
85,L,Northwestern Medicine Huntley Hospital,Huntley,0,0,0,$0
86,I,Northwestern Medicine Lake Forest Hospital,Lake Forest,122,"10,684","47,115","$2,668,989"
87,L,Northwestern Medicine McHenry Hospital,McHenry,311,"19,274","89,976","$2,859,057"
88,I,Northwestern Medicine Palos Hospital,Palos Heights,352,"16,119","88,686","$1,641,047"
89,L,Northwestern Medicine Prentice Women's Hospital,Chicago,0,0,0,$0
90,I,Northwestern Medicine Woodstock Hospital,Woodstock,32,"1,429","8,123","$156,935"
91,L,Northwestern Memorial Hospital,Chicago,930,"45,521","297,183","$9,899,785"
92,I,OSF Children's Hospital of Illinois,Peoria,0,0,0,$0
93,L,OSF Heart of Mary Medical Center,Urbana,204,"3,143","14,961","$437,053"
94,I,OSF Little Company of Mary Medical Center,Evergreen Park,227,"16,597","56,403","$1,189,616"
95,L,OSF Sacred Heart Medical Center,Danville,103,"4,036","19,274","$562,947"
96,I,OSF Saint Anthony Medical Center,Rockford,241,"10,229","61,233","$1,640,913"
97,L,OSF Saint Anthony's Health Center,Alton,49,"2,355","9,558","$397,090"
98,I,OSF Saint Elizabeth Medical Center,Ottawa,97,"3,459","14,428","$482,700"
99,L,OSF Saint Francis Medical Center,Peoria,649,"27,048","177,328","$5,137,040"
100,I,OSF Saint James-John W. Albrecht Medical Center,Pontiac,42,"1,455","5,890","$232,772"
101,L,OSF Saint Joseph Medical Center,Bloomington,149,"6,478","33,809","$858,125"
102,I,OSF Saint Mary Medical Center,Galesburg,83,"3,856","16,986","$513,842"
103,L,Provident Hospital of Cook County,Chicago,25,340,"1,632","$84,787"
104,I,Riverside Medical Center,Kankakee,300,"9,521","47,706","$1,460,240"
105,L,RUSH Copley Medical Center,Aurora,210,"10,012","48,783","$1,705,443"
106,I,Rush Oak Park Hospital,Oak Park,185,"4,382","18,967","$590,563"
107,L,Rush University Medical Center,Chicago,641,"26,830","161,083","$5,419,855"
108,I,Saint Anthony Hospital,Chicago,151,"3,617","18,718","$350,067"
109,L,Saint Bernard Hospital and Health Care Center,Chicago,174,"2,473","15,915","$166,715"
110,I,Sarah Bush Lincoln Health Center,Mattoon,120,"6,804","27,098","$1,180,561"
111,L,SIH Herrin Hospital,Herrin,114,"5,433","25,970","$784,890"
112,I,Silver Cross Hospital,New Lenox,336,"19,338","91,162","$1,464,262"
113,L,Skokie Hospital,Skokie,156,"6,535","29,006","$557,818"
114,I,South Shore Hospital,Chicago,137,"1,367","12,000","$139,738"
115,L,Springfield Memorial Hospital,Springfield,439,"19,172","115,865","$2,916,665"
116,I,SSM Health Good Samaritan Hospital - Mount Vernon,Mount Vernon,124,"7,998","28,585","$666,601"
117,L,SSM Health Saint Mary's Hospital-Centralia,Centralia,124,"3,169","11,893","$329,144"
118,I,Swedish Hospital,Chicago,242,"9,673","48,946","$1,250,091"
119,L,SwedishAmerican Hospital,Rockford,321,"16,985","92,384","$4,010,626"
120,I,The New Roseland Community Hospital,Chicago,134,"3,489","24,051","$156,021"
121,L,Thorek Memorial Hospital,Chicago,156,"3,375","18,688","$158,458"
122,I,Thorek Memorial Hospital Andersonville,Chicago,145,"2,869","14,976","$28,704"
123,L,Touchette Regional Hospital,Centreville,137,"2,043","7,001","$66,656"
124,I,Trinity Rock Island,Rock Island,264,"10,397","48,778","$1,058,587"
125,L,UChicago Medicine,Chicago,678,"29,213","237,188","$10,864,805"
126,I,UChicago Medicine AdventHealth Bolingbrook,Bolingbrook,134,"5,461","21,669","$770,978"
127,L,UChicago Medicine AdventHealth GlenOaks,Glendale Heights,138,"4,832","23,456","$318,034"
128,I,UChicago Medicine AdventHealth Hinsdale,Hinsdale,261,"9,470","44,628","$975,613"
129,L,UChicago Medicine Center for Care and Discovery - Hyde Park,Chicago,0,0,0,$0
130,I,UChicago Medicine Ingalls Memorial,Harvey,301,"10,344","61,772","$1,548,187"
131,L,UnityPoint Health Trinity - Moline,Moline,0,0,0,$0
132,I,University of Illinois Medical Center,Chicago,484,"17,422","107,204","$3,229,886"
133,L,VA Illiana Health Care System,Danville,0,0,0,$0
134,I,Vista Medical Center East,Waukegan,190,"8,459","36,935","$1,095,158"
135,L,Weiss Memorial Hospital,Chicago,144,"3,815","19,421","$530,549"
136,I,West Suburban Medical Center,Oak Park,174,"6,377","28,063","$808,495"
