,State,Hospital_Name,City,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
70,L,Our Lady of the Angels Hospital,Bogalusa,48,"1,418","6,235","$168,144"
71,A,Our Lady of the Lake Ascension,Gonzales,78,"2,712","11,320","$263,635"
72,L,Our Lady of the Lake Children's Hospital,Baton Rouge,0,0,0,$0
73,A,Our Lady of the Lake Regional Medical Center,Baton Rouge,880,"28,703","179,957","$4,033,758"
74,L,Overton Brooks VA Medical Center,Shreveport,0,0,0,$0
75,A,PAM Health Specialty Hospital Slidell,Slidell,0,0,0,$0
76,L,Park Place Surgical Hospital,Lafayette,10,280,502,"$186,633"
77,A,Physicians Medical Center of Houma,Houma,30,258,653,"$62,398"
78,L,Prairieville Family Hospital,Prairieville,0,0,0,$0
79,A,Rapides Regional Medical Center,Alexandria,375,"14,889","85,639","$2,491,418"
80,L,Richardson Medical Center,Rayville,38,484,"2,156","$58,487"
81,A,Sabine Medical Center,Many,48,357,"1,433","$42,266"
82,L,Saint Charles Parish Hospital,Luling,57,699,"3,040","$166,529"
83,A,Saint Charles Surgical Hospital,New Orleans,39,597,"1,843","$161,583"
84,L,Saint Francis Medical Center,Monroe,349,"11,594","65,569","$1,103,398"
85,A,Saint Tammany Parish Hospital,Covington,213,"11,899","56,669","$1,684,586"
86,L,Savoy Medical Center,Mamou,60,360,"1,997","$110,432"
87,A,Slidell Memorial Hospital,Slidell,231,"9,068","38,377","$1,411,239"
88,L,South Cameron Memorial Hospital,Cameron,49,0,0,"$6,739"
89,A,Specialists Hospital Shreveport,Shreveport,15,690,"1,874","$281,560"
90,L,Springhill Medical Center,Springhill,58,724,"2,435","$42,032"
91,A,St. Bernard Parish Hospital,Chalmette,40,"1,428","6,072","$151,810"
92,L,St. Francis P&S Surgery & Heart Center,Monroe,22,415,918,"$113,145"
93,A,Sterling Surgical Hospital,Slidell,10,305,792,"$106,697"
94,L,Surgical Specialty Center of Baton Rouge,Baton Rouge,16,384,719,"$152,993"
95,A,Terrebonne General Health System,Houma,181,"5,346","26,118","$606,153"
96,L,The Spine Hospital of Louisiana,Baton Rouge,23,"1,296","2,128","$210,612"
97,A,Thibodaux Regional Health System,Thibodaux,194,"7,372","26,381","$1,043,482"
98,L,Touro LCMC Health,New Orleans,340,"7,926","52,287","$1,721,177"
99,A,Tulane Lakeside Hospital,Metairie,126,"2,845","13,221","$107,862"
100,L,Tulane Medical Center,New Orleans,472,"15,673","83,309","$4,331,051"
101,A,University Medical Center New Orleans,New Orleans,370,"11,774","89,205","$2,119,157"
102,L,Villa Feliciana Medical Complex,Jackson,297,7,19,$0
103,A,West Calcasieu Cameron Hospital,Sulphur,107,"2,236","11,188","$198,471"
104,L,West Carroll Memorial Hospital,Oak Grove,30,536,"2,003","$45,981"
105,A,West Jefferson Medical Center,Marrero,223,"10,023","50,184","$1,519,905"
106,L,Willis-Knighton Bossier Health Center,Bossier City,124,"7,341","30,875","$584,756"
107,A,Willis-Knighton Medical Center,Shreveport,775,"35,272","162,052","$3,748,642"
108,L,Willis-Knighton South & The Center for Women's Health,Shreveport,0,0,0,$0
109,A,Winn Parish Medical Center,Winnfield,40,572,"2,211","$42,406"
110,L,WK Pierremont Health Center,Shreveport,0,0,0,$0
111,A,Woman's Hospital,Baton Rouge,228,"11,092","63,617","$667,378"
